"Id","AssignedUserId","Name","Description","ProjectId","StartDate","EndDate","CreatedAt","UpdatedAt","StatusId","CompletePercent","IsDeleted","CreatedById","ProjectWeight","IsTernary","PriorityId","Row","IsModified","ModifiedBy","CompletedDate","ProjectSectionId","CustomStatusId"
"465D41A7-6630-4106-ABF5-1020426F4442","","Reviewing emails and documents from client regarding dispute related to lease","","C0F3A67A-FB91-43EE-935A-6E1103BC8195","","","2023-03-15 16:36:13.990787","2023-03-15 16:36:13.990787","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","16.667","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","4","False","00000000-0000-0000-0000-000000000000","","8901421F-9244-44EE-FEC6-08DB03AD2337","1"
"55CB3843-1586-46B9-AAEE-13918672DE7B","","Reviewing Deed of Trust, Chain of Title, Note, Deed, and Amortization Schedule; Call with Victor","","DAE7D1A2-F67E-47BD-84BE-2955171271BC","","","2023-03-27 19:15:45.120297","2023-03-27 19:15:45.120298","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","33.333","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","345BA5A7-C93B-4C36-C4E3-08DB2EF77518","1"
"547D4D27-0602-4B5B-86B2-1688FA9594E5","","Call with Danielle to go over next steps.","","2CFB8715-921F-4225-9B4F-84C683591902","","","2023-03-23 17:20:34.019960","2023-03-23 17:20:34.019961","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","6.25","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","952EBE42-AD9E-4180-B487-08DB25797813","1"
"AAB1F43C-890C-4127-903B-173DF0C54B8E","","Call with KaNeeTa Counsel and Client","","D356DB2D-B0B5-4E55-8AD6-7DECAA9261A1","","","2023-04-25 17:17:31.521222","2023-04-25 17:17:31.521223","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","12.5","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","6","False","00000000-0000-0000-0000-000000000000","","CAABEE0B-1FFD-4B58-9D75-08DB3CF9702F","1"
"031A2D59-76FF-45AC-BBA3-1940DC7F5A3E","","Final Docs on Robo Point Guard","","711F38BD-AC8D-4A70-9084-DCE2DE5C7C9D","","2023-03-08 07:00:00.000000","2023-03-07 15:58:56.147832","0001-01-01 00:00:00","97F56926-75BB-4C01-90AB-3F70B3F4E1B1","100","False","AB995316-AC5B-4F93-3F22-08DB008453BF","0.0","False","190DD6DC-54A6-417E-994D-9BB753EDC7D2","11","False","00000000-0000-0000-0000-000000000000","2023-03-29 14:43:52.970381","","0"
"CB22AEE6-E16A-4639-9330-1A4A00861473","","Obtaining EIN; Working on FCC Registration;","","FE10D7A9-E03E-4DDA-8D1A-276054A61DF4","","","2023-04-12 14:56:28.035068","2023-04-12 14:56:28.035069","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","33.333","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","E890C658-4270-4921-954E-08DB3A0B9195","1"
"149A09B3-0E22-4256-883D-1A4FEDBD995B","","Reviewing spreadsheet analysis from labor department regarding wage claim; researching issues.","","9396D4BA-57F6-4651-BB0F-5A7F5D1717ED","","","2023-02-16 22:03:47.084936","2023-02-16 22:03:47.084937","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","5.263","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","4B79F4A8-6AB4-4BC1-D38A-08DB1063C79D","1"
"A7A13A60-97BE-409A-B27C-1AB3F710DF83","","Yourx Health, LLC filed in Texas.","","711F38BD-AC8D-4A70-9084-DCE2DE5C7C9D","","2023-04-21 06:00:00.000000","2023-04-21 15:12:08.744849","0001-01-01 00:00:00","97F56926-75BB-4C01-90AB-3F70B3F4E1B1","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","0.0","False","190DD6DC-54A6-417E-994D-9BB753EDC7D2","27","False","00000000-0000-0000-0000-000000000000","","","0"
"D0CF1A89-4778-4098-A38F-1D70C371C8F7","","Researching Tax Strategies for Danielle and Jessica","","2CFB8715-921F-4225-9B4F-84C683591902","","","2023-04-10 13:49:09.282893","2023-04-10 13:49:09.282894","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","6.25","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","14","False","00000000-0000-0000-0000-000000000000","","952EBE42-AD9E-4180-B487-08DB25797813","1"
"644C66B7-2CFA-4AA7-9ACC-1D7F22B9B9EC","","TC with Lloyd Jennings to discuss the next steps","","F31C5AC3-21C4-4D8C-B999-6BBB363B3083","","","2023-01-31 18:16:03.108748","2023-01-31 18:16:03.108748","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","10.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","3","False","00000000-0000-0000-0000-000000000000","","B6BAF36D-B1E9-4F85-FEC5-08DB03AD2337","1"
"1CE983AA-BACF-4FB9-8796-1E053B7D215F","","Working on Estate Plan","","54393067-C438-42F9-B942-EF3CFD5D3933","","","2023-04-17 15:19:13.037920","2023-04-17 15:19:13.037921","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","50.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","6DFFD1F5-D6BA-453E-8557-08DB3F3A760A","1"
"B19A1B55-7593-4792-99D2-1E699E1B92A6","","Meeting with Val and Bella to discuss joint venture and go over best practices.","","A8F23CE9-1B21-447A-BD6D-D89197FEDDBC","","","2023-04-26 15:21:42.279639","2023-04-26 15:21:42.279640","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","50.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","05317B28-DC7A-4087-61ED-08DB465FE603","1"
"66D4AB7E-A28E-4AE1-A591-2213FACDE220","","Reviewed minor changes to the documents by opposing party.","","DAE7D1A2-F67E-47BD-84BE-2955171271BC","","","2023-03-31 21:16:09.469269","2023-03-31 21:16:09.469269","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","33.333","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","3","False","00000000-0000-0000-0000-000000000000","","345BA5A7-C93B-4C36-C4E3-08DB2EF77518","1"
"A1DA8A35-30AF-4A4C-955D-2244C9A4DB7B","","TC with Rudy to go over project priorities","","70EB6302-FAC7-4C10-BAB2-20B558312F52","","","2023-03-29 20:24:31.799874","2023-03-29 20:24:31.799875","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","12.5","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","6BC27E48-B508-4012-BCFA-08DB30650BC4","1"
"5AF6D44B-1BBE-44F3-A815-23969A3597BB","","Drafting Think Architecture Rebate Agreement","","E7F1918A-559C-4D8A-B622-601125F68CCA","","","2023-02-03 21:36:37.265677","2023-02-03 21:36:37.265679","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","100.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","1D34F541-4377-44AE-7564-08DB062C7623","1"
"8FC2F930-687B-43AD-A9D9-2505884DAD4B","","Drafting Waiver and Consent Document","","07026957-ED6C-4D7C-849D-8A4C2ADE6118","","","2023-04-21 20:40:58.936999","2023-04-21 20:40:58.937000","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","50.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","8F960500-1523-4B40-8672-08DB429FBDC7","1"
"43C6A09E-E5CA-402C-923B-2761F19050F0","","Meeting with GC for BCBSKS and Jeff and Chris","","5B5756F3-556B-4C86-A1FF-CE7890235C55","","","2023-02-13 16:40:58.864516","2023-02-13 16:40:58.864517","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","16.667","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","EDDF3FDB-81D4-4970-D785-08DB0DC094BC","1"
"CCDE37E8-5028-42C0-96DE-2769BFAE8B21","","Task-General","","D5A4CD3B-38A8-4BB2-A20D-8029A494860E","","","2023-01-27 16:36:39.942100","2023-01-27 16:36:39.942101","00000000-0000-0000-0000-000000000000","0","False","DA6AC379-A8D7-4507-8182-08DAFF1D643C","100.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","87297374-0FD4-4214-206E-08DB001CB3E4","1"
"A493B4B7-EB66-4F03-9F83-27CECA016F75","","Quick review of SOW for STRKTR; Call with Pauline and Alexia","","1BE2CE96-2A5D-4C55-BC08-EE21FF46077C","","","2023-03-28 22:15:23.962964","2023-03-28 22:15:23.962965","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","14.286","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","177C1A1C-745F-4080-0B1D-08DB2C66993F","1"
"8B033057-C4EB-49B2-A7E8-2904F050B5BE","","Map out Xact Light strategy and process for setting it up (licenses, SEC registration, etc.)","","711F38BD-AC8D-4A70-9084-DCE2DE5C7C9D","","2023-03-31 06:00:00.000000","2023-03-29 14:45:24.613130","0001-01-01 00:00:00","97F56926-75BB-4C01-90AB-3F70B3F4E1B1","100","False","AB995316-AC5B-4F93-3F22-08DB008453BF","0.0","False","190DD6DC-54A6-417E-994D-9BB753EDC7D2","18","False","00000000-0000-0000-0000-000000000000","2023-04-21 15:12:21.997436","","0"
"3E83ED22-0348-42DE-95AB-2AEAC79F02A6","","Working on getting approvals for ISP service from state agencies; Researching business licensing requirements.","","FE10D7A9-E03E-4DDA-8D1A-276054A61DF4","","","2023-04-12 20:11:43.898547","2023-04-12 20:11:43.898549","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","33.333","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","3","False","00000000-0000-0000-0000-000000000000","","E890C658-4270-4921-954E-08DB3A0B9195","1"
"F66E6046-63A3-423D-B7B5-2BFDD551487C","","Task-General","","ABF6C30A-82A4-4FAB-A59F-6D23F61F3D28","","","2023-02-16 21:35:04.686270","2023-02-16 21:35:04.686271","00000000-0000-0000-0000-000000000000","0","False","C73CFED1-5618-45BA-8186-08DAFF1D643C","100.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","61A0ADD1-77FC-43D6-D387-08DB1063C79D","1"
"2991B02D-28E2-478A-844D-2C771F665F39","","Drafting new language for Informed Consent Documents","","C2A53CF0-2A38-4FE1-8EE1-B12B3F7CA080","","","2023-04-21 16:30:54.125878","2023-04-21 16:30:54.125879","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","33.333","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","67486AC9-ABC3-4653-B12C-08DB4028CF04","1"
"4B88AAE1-A3B5-46AD-BB47-2D5958395A3B","","Meeting with Eric and Karina","","54393067-C438-42F9-B942-EF3CFD5D3933","","","2023-04-17 15:18:24.065834","2023-04-17 15:18:24.065835","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","50.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","6DFFD1F5-D6BA-453E-8557-08DB3F3A760A","1"
"005B2FDA-4210-4192-8DE4-2DBADB0FB31B","","Researching options with regard to ESOP Plans in conjunctions with restructure","","C7F91CBC-C1C9-4F27-B568-EC204D2F0979","","","2023-03-08 21:59:40.037147","2023-03-08 21:59:40.037149","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","11.111","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","7","False","00000000-0000-0000-0000-000000000000","","BEE5F5B3-3597-409C-EFF5-08DB15E1FA78","1"
"9EF2F000-A4BA-4BCE-952B-2F8126B11D40","","Set up Xact Light Entity","","711F38BD-AC8D-4A70-9084-DCE2DE5C7C9D","","2023-03-31 06:00:00.000000","2023-03-29 14:44:50.579612","0001-01-01 00:00:00","97F56926-75BB-4C01-90AB-3F70B3F4E1B1","100","False","AB995316-AC5B-4F93-3F22-08DB008453BF","0.0","False","190DD6DC-54A6-417E-994D-9BB753EDC7D2","17","False","00000000-0000-0000-0000-000000000000","2023-04-14 17:40:58.324271","","0"
"89865399-D95F-4EF7-BBCF-310D585AB203","","Researching exemptions; preparing for the meeting with Mike and Jenny; meeting with Mike and Jenny","","9396D4BA-57F6-4651-BB0F-5A7F5D1717ED","","","2023-03-10 17:32:18.430457","2023-03-10 17:32:18.430457","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","5.263","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","12","False","00000000-0000-0000-0000-000000000000","","4B79F4A8-6AB4-4BC1-D38A-08DB1063C79D","1"
"7A7E95CB-2639-442B-8CF2-31B235EA99AE","","Reviewing and responding to emails; reaching out to Eric Mensch; reviewing past correspondence.","","9396D4BA-57F6-4651-BB0F-5A7F5D1717ED","","","2023-04-28 20:25:46.976793","2023-04-28 20:25:46.976794","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","5.263","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","19","False","00000000-0000-0000-0000-000000000000","","4B79F4A8-6AB4-4BC1-D38A-08DB1063C79D","1"
"5330B600-2130-4643-ACB9-32A908B170D4","","TC with Lloyd; minor changes to the documents.","","F31C5AC3-21C4-4D8C-B999-6BBB363B3083","","","2023-02-09 20:32:07.072392","2023-02-09 20:32:07.072393","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","10.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","9","False","00000000-0000-0000-0000-000000000000","","B6BAF36D-B1E9-4F85-FEC5-08DB03AD2337","1"
"3568EA06-AC13-4B81-8B06-337CA46BB3BD","","Task-General","","E73C37CC-C73B-4AA4-AA53-FCF1E4FE8AC0","","","2023-04-06 17:55:09.995984","2023-04-06 17:55:09.995985","00000000-0000-0000-0000-000000000000","0","False","C73CFED1-5618-45BA-8186-08DAFF1D643C","50.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","AF41CA90-6192-47B5-AA8C-08DB36C244F3","1"
"FCA5580D-BD69-4930-ACDC-34F89228ECBB","","Task-General","","BF2ADD7E-05B0-4EDD-9E78-18CBD8465C97","","","2023-01-27 16:31:32.135284","2023-01-27 16:31:32.135285","00000000-0000-0000-0000-000000000000","0","False","DA6AC379-A8D7-4507-8182-08DAFF1D643C","100.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","D708C4D5-FF47-49F2-206D-08DB001CB3E4","1"
"82802719-F8D7-4917-9255-36132CFE8CD6","","TC with Jeff and Chris to review comments and concerns about MSA.","","46D2F67D-8862-418F-87D0-850BDDDED099","","","2023-02-13 16:37:23.911412","2023-02-13 16:37:23.911412","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","25.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","4","False","00000000-0000-0000-0000-000000000000","","7B2C86A0-2F57-4523-48BD-08DB0AD08D8B","1"
"A742DBA0-DC9D-40AF-B4A6-377DDC4BFA31","","Drafting legal memo regarding GRACE liability for publishing MLC Final Report","","A2061B0B-107C-498B-8DB1-E2CBE3E36A49","","","2023-01-31 18:00:54.895503","2023-01-31 18:00:54.895504","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","16.667","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","3","False","00000000-0000-0000-0000-000000000000","","2379FCBD-D905-49F7-FEC3-08DB03AD2337","1"
"377F3B54-57E3-486A-90F9-38F7EA4D007D","","Task-General","","1C4BB2AA-4BE9-40C8-9705-80E646B5E3AB","","","2023-03-30 17:35:12.538705","2023-03-30 17:35:12.538706","00000000-0000-0000-0000-000000000000","0","False","E04BD2D2-1A48-4EFE-8184-08DAFF1D643C","100.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","20B36C7D-BF36-4D00-95E5-08DB313AD449","1"
"FF8128BF-E23C-4C15-850D-3B024052D367","","Reviewing MSA with Exhibits","","46D2F67D-8862-418F-87D0-850BDDDED099","","","2023-02-13 16:35:56.945190","2023-02-13 16:35:56.945191","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","25.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","7B2C86A0-2F57-4523-48BD-08DB0AD08D8B","1"
"3AE4C7CB-54C8-4EBA-98EA-3C981A4D699F","","Drafting IC Agreement","","72286980-BB30-42C5-B6AA-970264CEC306","","","2023-03-24 15:29:25.399174","2023-03-24 15:29:25.399175","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","50.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","BB3920DE-C40E-4D8F-3E6D-08DB2BD0F1A0","1"
"F01A5A5D-46F9-4373-B75E-3DE9669EAC5C","","Researching labor laws surrounding Unions, defining Employer obligations relating to unions and union workers","","C7F91CBC-C1C9-4F27-B568-EC204D2F0979","","","2023-02-23 21:11:11.289321","2023-02-23 21:11:11.289323","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","11.111","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","1","False","00000000-0000-0000-0000-000000000000","","BEE5F5B3-3597-409C-EFF5-08DB15E1FA78","1"
"2EE65FC3-CFA5-4D86-BD41-3E2FBBA89A74","","Drafting report on unions in Utah and the Rocky Mountain West; Analysis of the effect of acquiring a union shop.","","C7F91CBC-C1C9-4F27-B568-EC204D2F0979","","","2023-03-02 12:27:45.872330","2023-03-02 12:27:45.872330","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","11.111","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","3","False","00000000-0000-0000-0000-000000000000","","BEE5F5B3-3597-409C-EFF5-08DB15E1FA78","1"
"2703D289-6B26-48BE-84B6-3F1426D4AE21","","Completed review of MSA; Comments and Redlines of MSA.","","46D2F67D-8862-418F-87D0-850BDDDED099","","","2023-02-13 16:36:47.708882","2023-02-13 16:36:47.708883","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","25.0","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","3","False","00000000-0000-0000-0000-000000000000","","7B2C86A0-2F57-4523-48BD-08DB0AD08D8B","1"
"9A0408D9-6F63-4CF6-8241-4018E87AD0DA","","Drafting and finalizing legal memo on GRACE legal exposure in connection with MLC Final Report","","A2061B0B-107C-498B-8DB1-E2CBE3E36A49","","","2023-01-31 17:59:47.130691","2023-01-31 17:59:47.130692","00000000-0000-0000-0000-000000000000","0","False","AB995316-AC5B-4F93-3F22-08DB008453BF","16.667","False","EFDA54C3-35F0-46EA-BD88-EEA8C0A48358","2","False","00000000-0000-0000-0000-000000000000","","2379FCBD-D905-49F7-FEC3-08DB03AD2337","1"
